ID_CLIENTE,FECHA_SOLICITUD,EDAD,ESTADO_CIVIL,NIVEL_EDUCATIVO,SITUACION_LABORAL,TIPO_VIVIENDA,INGRESOS_MENSUALES,LINEA_CREDITO_TOTAL,SALDO_DEUDOR_TOTAL,NUM_ATRASOS_30_59_DIAS,NUM_ATRASOS_60_89_DIAS,NUM_ATRASOS_90_MAS_DIAS,NUM_CONSULTAS_CENTRAL,DEFAULT
CLI_000031,2025-02-28,40,SOLTERO,UNIVERSITARIO,DESEMPLEADO,PROPIA,1089.9164838965269,7010.81,1690.84,0,0,0,0.0,0
CLI_000032,2025-06-19,65,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,2979.6882513301225,2365.53,270.2,0,0,1,0.0,0
CLI_000033,2025-07-07,47,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2142.038442190569,1517.73,832.69,0,0,0,0.0,1
CLI_000034,2025-09-28,30,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,8920.587046671926,20732.86,1068.99,1,1,0,0.0,0
CLI_000035,2025-07-09,42,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,8089.814708795989,9635.97,3974.26,0,0,0,2.0,0
CLI_000036,2025-06-24,33,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,7392.155225011394,6101.74,1746.36,0,0,0,0.0,0
CLI_000037,2025-02-20,27,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,11621.96,3511.57,0,0,0,,0
CLI_000038,2025-12-30,28,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,2261.41112872119,5880.05,491.48,1,0,0,2.0,0
CLI_000039,2025-02-24,39,CASADO,SECUNDARIA,DESEMPLEADO,PROPIA,2968.6573958234276,7301.47,3058.23,0,0,0,2.0,0
CLI_000040,2025-09-01,49,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2332.5502499866616,2411.3,1384.94,0,0,0,1.0,0
CLI_000041,2025-11-16,52,DIVORCIADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,1340.046868590072,8500.96,5021.37,0,0,0,1.0,0
CLI_000042,2025-05-11,27,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,10046.709373349073,3341.04,315.63,1,0,0,1.0,0
CLI_000043,2025-11-03,37,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4374.222549852737,8257.45,965.41,0,1,0,0.0,0
CLI_000044,2025-05-15,46,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1522.7006033007267,19413.71,1964.72,0,0,0,1.0,0
CLI_000045,2025-01-21,42,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,,4724.17,1130.2,1,0,0,0.0,0
CLI_000046,2025-11-25,48,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3122.2222304523298,4626.82,3528.81,0,0,0,4.0,0
CLI_000047,2025-06-16,36,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1211.5116779654345,16395.04,6181.51,1,0,0,1.0,0
CLI_000048,2025-10-01,55,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2136.0502946453344,10742.01,5336.21,1,0,0,1.0,0
CLI_000049,2025-03-30,40,DIVORCIADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,5279.345408572173,8042.65,4233.23,0,0,0,2.0,1
CLI_000050,2025-11-12,49,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,9882.87917693853,2102.02,1668.8,0,0,0,2.0,0
CLI_000051,2025-01-14,36,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,10269.548817994188,9124.36,4349.67,0,0,0,0.0,0
CLI_000052,2025-08-30,41,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3594.1041860350583,7800.32,4916.73,0,0,0,0.0,0
CLI_000053,2025-09-22,23,CASADO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,2334.6724466865685,3622.99,130.35,0,0,0,1.0,0
CLI_000054,2025-12-12,31,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,9897.825649780014,33503.5,13644.19,0,0,0,2.0,0
CLI_000055,2025-02-22,38,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,6431.6268381862255,7764.13,2453.17,0,0,0,4.0,0
CLI_000056,2025-12-06,42,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4121.025469469174,1509.95,749.62,0,0,1,2.0,1
CLI_000057,2025-04-02,70,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,43002.49,16658.6,0,0,0,3.0,0
CLI_000058,2025-09-21,36,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,3174.078743591496,9033.83,5555.93,1,0,1,0.0,1
CLI_000059,2025-02-04,25,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1441.5103897895501,13196.23,7968.64,0,0,0,,0
CLI_000060,2025-07-25,59,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,7333.28,4637.73,1,0,0,1.0,0
CLI_000061,2025-03-22,52,DIVORCIADO,UNIVERSITARIO,DESEMPLEADO,PROPIA,3697.5469111001676,19866.57,6737.6,1,0,0,3.0,1
CLI_000062,2025-02-19,28,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5184.388054341683,5952.46,902.51,0,1,0,3.0,1
CLI_000063,2025-12-26,46,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,,8745.52,2348.07,0,0,0,2.0,1
CLI_000064,2025-01-02,50,DIVORCIADO,POSGRADO,DESEMPLEADO,PROPIA,1535.5918683712678,8128.62,3967.04,0,0,0,1.0,1
CLI_000065,2025-02-23,42,DIVORCIADO,POSGRADO,DEPENDIENTE,ALQUILER,2135.5215603665647,8330.95,4945.33,0,0,0,1.0,0
CLI_000066,2025-04-16,44,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1181.2924539983803,13359.69,11156.08,0,0,0,1.0,0
CLI_000067,2025-09-17,34,CASADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,1345.790513045973,20088.39,3791.42,0,0,1,1.0,0
CLI_000068,2025-11-06,46,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,1827.5899840155084,7461.55,1134.91,0,0,0,,0
CLI_000069,2025-07-10,35,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3906.4842757405336,13378.81,4280.4,0,0,0,,0
CLI_000070,2025-08-06,18,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,18334.295783885613,2300.23,1775.3,0,0,0,1.0,0
CLI_000071,2025-02-13,43,CASADO,SECUNDARIA,DESEMPLEADO,HIPOTECA,7521.445142308883,2393.44,1126.23,0,0,0,4.0,1
CLI_000072,2025-06-11,22,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,1339.2274168991207,2850.02,1508.3,0,0,0,0.0,0
CLI_000073,2025-07-21,52,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,7490.682132371649,4606.72,3959.34,3,0,0,0.0,0
CLI_000074,2025-09-27,28,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,3714.896561289775,3851.96,1276.61,0,0,0,0.0,0
CLI_000075,2025-12-17,18,CASADO,POSGRADO,DEPENDIENTE,PROPIA,4804.165211364046,9312.56,674.63,0,0,0,1.0,0
CLI_000076,2025-10-31,21,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,1511.474857184564,5223.91,3141.94,1,0,0,1.0,1
CLI_000077,2025-09-28,40,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2786.391568738568,15455.3,4844.67,1,0,0,3.0,0
CLI_000078,2025-08-03,43,SOLTERO,UNIVERSITARIO,DESEMPLEADO,PROPIA,8568.252167045212,19651.59,12621.77,0,1,0,0.0,0
CLI_000079,2025-09-09,25,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,2964.074609630893,7701.75,1865.03,1,0,0,3.0,0
CLI_000080,2025-07-09,29,CASADO,UNIVERSITARIO,DESEMPLEADO,ALQUILER,1500.8240108255495,27420.37,6378.32,0,0,0,2.0,0
CLI_000081,2025-10-23,40,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,2329.181486517677,12063.37,6210.94,1,0,0,2.0,1
CLI_000082,2025-08-01,51,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,1901.440667430321,26600.56,1209.6,0,0,0,1.0,0
CLI_000083,2025-07-27,27,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,5089.281190018464,9014.03,1680.4,0,0,0,0.0,1
CLI_000084,2025-08-25,45,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,9493.008210531936,6537.37,2589.2,0,0,0,1.0,0
CLI_000085,2025-12-04,21,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,5653.201743069525,10693.57,2236.14,0,1,0,2.0,0
CLI_000086,2025-02-22,44,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,7519.1318299224495,7339.44,2505.87,0,0,1,1.0,0
CLI_000087,2025-10-07,49,DIVORCIADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,6761.351875098238,6107.75,2421.87,0,0,0,2.0,0
CLI_000088,2025-08-05,46,CASADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,1076.4919850079277,2852.81,1339.28,0,0,0,1.0,0
CLI_000089,2025-09-09,51,CASADO,SECUNDARIA,INDEPENDIENTE,PROPIA,1489.8415871462148,9162.61,2351.02,0,0,1,1.0,0
CLI_000090,2025-07-07,51,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2951.995782581365,13729.72,3737.88,0,0,0,1.0,0
CLI_000091,2025-02-10,61,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1441.095801516029,20560.67,1114.13,0,0,0,2.0,0
CLI_000092,2025-06-06,42,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,5672.227599705472,25846.96,3449.09,1,0,0,2.0,0
CLI_000093,2025-01-15,61,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1279.7028834882708,3732.86,1415.25,0,0,0,1.0,0
CLI_000094,2025-10-28,30,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,2908.9399422565953,7356.16,1664.33,1,0,0,1.0,1
CLI_000095,2025-03-06,38,SOLTERO,SECUNDARIA,INDEPENDIENTE,PROPIA,2768.1966493768705,12838.19,2141.84,1,0,0,1.0,0
CLI_000096,2025-12-11,39,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3769.1663978008473,13619.06,6679.68,1,0,0,2.0,1
CLI_000097,2025-11-23,29,CASADO,UNIVERSITARIO,INDEPENDIENTE,PROPIA,4498.998812993122,25995.86,21146.09,0,0,0,1.0,0
CLI_000098,2025-01-09,18,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,11303.24175593358,10262.12,908.03,0,0,0,1.0,0
CLI_000099,2025-12-10,50,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,,10949.47,2310.58,0,0,0,3.0,0
CLI_000100,2025-05-09,30,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,4862.987460376759,6838.95,3304.33,1,0,0,2.0,1
CLI_000101,2025-05-16,36,CASADO,SECUNDARIA,INDEPENDIENTE,PROPIA,1150.0026627602124,39270.52,10937.95,0,1,0,1.0,1
CLI_000102,2025-03-04,58,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,1028.5262806378335,4385.26,3298.42,0,1,0,,0
CLI_000103,2025-05-19,47,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,1114.89845013445,17022.81,5075.41,1,0,0,1.0,0
CLI_000104,2025-03-22,60,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3110.511140807417,10384.39,1915.81,0,0,0,0.0,0
CLI_000105,2025-06-12,42,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3858.986928899134,5224.77,1620.97,0,0,0,2.0,0
CLI_000106,2025-10-16,47,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,12561.702802345331,4149.29,380.21,0,0,0,2.0,0
CLI_000107,2025-09-18,38,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2792.0193506935066,12079.67,4409.38,0,0,0,1.0,0
CLI_000108,2025-08-19,31,DIVORCIADO,POSGRADO,DEPENDIENTE,HIPOTECA,1171.001715333508,2054.96,527.26,0,0,0,2.0,0
CLI_000109,2025-02-10,47,CASADO,SECUNDARIA,DESEMPLEADO,PROPIA,4732.371798813114,39035.21,11052.03,0,0,0,2.0,1
CLI_000110,2025-01-28,36,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,4516.556756884963,6517.35,4474.74,1,0,0,0.0,0
CLI_000111,2025-05-15,48,CASADO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,6391.6516089210745,79774.1,38553.06,0,0,0,1.0,0
CLI_000112,2025-07-20,34,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,3790.8149628559763,11353.19,7684.79,1,0,0,0.0,1
CLI_000113,2025-11-24,39,DIVORCIADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,4438.8195664530485,5924.28,1051.75,0,1,0,1.0,0
CLI_000114,2025-09-25,39,CASADO,SECUNDARIA,DEPENDIENTE,ALQUILER,2171.942491734033,4639.29,2365.37,0,0,0,,0
CLI_000115,2025-02-02,52,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,1337.6455950496606,18948.18,7577.91,0,0,0,1.0,0
CLI_000116,2025-02-17,36,CASADO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,5703.681136113633,2171.62,207.79,0,0,0,2.0,0
CLI_000117,2025-03-03,54,DIVORCIADO,SECUNDARIA,DEPENDIENTE,ALQUILER,4337.392187309262,19612.88,11258.88,0,0,0,2.0,0
CLI_000118,2025-08-04,31,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,,13513.45,4438.74,0,0,0,1.0,0
CLI_000119,2025-10-20,43,SOLTERO,UNIVERSITARIO,DESEMPLEADO,PROPIA,16882.116659793937,6627.87,4666.43,0,0,0,1.0,1
CLI_000120,2025-04-09,33,CASADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,7602.114635487742,11617.82,1912.86,1,0,0,3.0,0
CLI_000121,2025-06-21,53,CASADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,,27532.07,4215.81,1,1,0,0.0,0
CLI_000122,2025-12-26,31,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,4673.933114892886,36965.77,26678.63,0,0,0,,1
CLI_000123,2025-08-02,33,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1362.592193250181,34159.43,9188.72,0,0,0,0.0,0
CLI_000124,2025-02-04,27,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1354.4433572726587,10167.13,1135.02,1,0,0,0.0,0
CLI_000125,2025-08-15,42,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,6784.900560260995,12126.62,2510.14,1,0,0,0.0,0
CLI_000126,2025-04-11,47,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,1971.1002231703355,3920.07,1297.58,0,1,0,,1
CLI_000127,2025-05-11,46,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1245.2453433571222,31690.43,13930.77,0,0,0,,1
CLI_000128,2025-09-14,39,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,,2296.94,67.97,0,0,0,2.0,0
CLI_000129,2025-01-05,33,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,2347.368513959288,9432.45,1926.92,0,0,0,1.0,0
CLI_000130,2025-08-06,37,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4129.829020698459,4312.65,552.92,0,0,0,1.0,0
CLI_000131,2025-09-12,38,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4233.339360778848,8388.4,2184.64,0,0,0,3.0,0
CLI_000132,2025-12-25,43,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,5029.475815879956,15492.16,7012.94,1,0,0,2.0,0
CLI_000133,2025-10-10,43,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,4031.729543503128,8095.86,5521.87,0,0,0,1.0,0
CLI_000134,2025-07-26,60,CASADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,,32653.72,14006.85,0,0,0,1.0,0
CLI_000135,2025-01-15,41,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1108.829390031167,13764.39,5950.31,1,0,0,3.0,1
CLI_000136,2025-12-12,44,SOLTERO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,9266.835226323396,11568.19,2986.11,0,0,1,,0
CLI_000137,2025-02-11,41,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,2410.6277948937927,8343.28,3737.32,0,1,0,2.0,1
CLI_000138,2025-06-28,37,SOLTERO,POSGRADO,DEPENDIENTE,HIPOTECA,3501.4305215194067,6633.78,3536.71,0,0,0,0.0,1
CLI_000139,2025-03-04,44,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,3874.1562005182677,28523.29,6614.96,0,0,0,1.0,0
CLI_000140,2025-12-18,36,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,,8003.23,4471.67,0,0,0,3.0,0
CLI_000141,2025-08-19,40,CASADO,POSGRADO,INDEPENDIENTE,HIPOTECA,2316.0260604425102,11913.17,6361.09,0,0,0,0.0,0
CLI_000142,2025-08-29,53,CASADO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,2082.9449704021745,9634.18,257.37,1,0,0,0.0,1
CLI_000143,2025-02-21,35,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,2001.0061634887122,12563.76,3964.34,1,0,0,0.0,0
CLI_000144,2025-04-06,45,CASADO,SECUNDARIA,DEPENDIENTE,PROPIA,1133.0354084242924,4397.31,1694.47,1,0,0,2.0,0
CLI_000145,2025-08-10,18,CASADO,UNIVERSITARIO,INDEPENDIENTE,ALQUILER,12113.19051011632,50138.29,22036.02,0,0,0,0.0,0
CLI_000146,2025-08-19,38,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,4191.098209827458,7276.66,3226.22,0,0,0,0.0,0
CLI_000147,2025-08-25,35,DIVORCIADO,SECUNDARIA,DEPENDIENTE,PROPIA,1425.2749504313847,5221.96,1093.25,0,0,0,0.0,0
CLI_000148,2025-05-23,42,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,4162.351698800598,1961.58,414.23,0,0,0,0.0,0
CLI_000149,2025-06-20,38,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1950.0079547527225,23719.08,14924.64,0,0,0,0.0,0
CLI_000150,2025-01-29,42,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,2327.184276323985,14131.74,4103.85,0,0,0,,0
CLI_000151,2025-02-05,36,CASADO,SECUNDARIA,DEPENDIENTE,HIPOTECA,6678.535927947911,5746.11,2422.66,0,0,0,2.0,0
CLI_000152,2025-01-13,45,SOLTERO,SECUNDARIA,DEPENDIENTE,PROPIA,8619.375809524203,7089.57,874.82,0,1,0,0.0,0
CLI_000153,2025-06-09,22,DIVORCIADO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,5236.850837045638,9252.64,3337.0,0,0,0,0.0,0
CLI_000154,2025-11-23,42,CASADO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,10463.924442266238,8029.33,1589.34,0,0,0,2.0,0
CLI_000155,2025-07-06,30,SOLTERO,UNIVERSITARIO,INDEPENDIENTE,HIPOTECA,9264.571587507526,8140.92,2794.08,0,0,0,2.0,0
CLI_000156,2025-08-31,53,CASADO,SECUNDARIA,DESEMPLEADO,HIPOTECA,3828.889721573053,13228.5,2437.44,0,0,0,0.0,0
CLI_000157,2025-03-27,30,SOLTERO,POSGRADO,DESEMPLEADO,HIPOTECA,,24190.15,5608.41,1,0,0,0.0,0
CLI_000158,2025-10-11,51,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,3781.086749996053,7183.1,1177.34,0,0,0,0.0,0
CLI_000159,2025-03-07,40,SOLTERO,UNIVERSITARIO,DEPENDIENTE,ALQUILER,1410.4225037232745,3883.81,312.61,0,0,0,0.0,0
CLI_000160,2025-06-19,20,CASADO,UNIVERSITARIO,DEPENDIENTE,PROPIA,7215.652038379189,1874.59,288.36,0,0,0,1.0,0
CLI_000161,2025-02-14,31,SOLTERO,POSGRADO,DEPENDIENTE,ALQUILER,1517.2580827839931,8645.66,642.72,0,0,0,2.0,0
CLI_000162,2025-03-03,50,DIVORCIADO,SECUNDARIA,INDEPENDIENTE,ALQUILER,2354.086777210926,4379.86,2331.38,1,0,0,2.0,0
CLI_000163,2025-05-14,49,SOLTERO,UNIVERSITARIO,DESEMPLEADO,HIPOTECA,2696.955800035888,4422.22,661.06,1,1,0,1.0,1
CLI_000164,2025-10-11,26,DIVORCIADO,POSGRADO,DEPENDIENTE,HIPOTECA,6787.917103688094,2605.18,969.21,0,0,0,3.0,0
CLI_000165,2025-01-28,58,SOLTERO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,1330.3162997943273,3502.78,445.94,0,0,0,0.0,0
CLI_000166,2025-04-18,40,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3085.385956088788,8641.41,161.97,0,0,0,0.0,0
CLI_000167,2025-02-13,50,CASADO,UNIVERSITARIO,DEPENDIENTE,HIPOTECA,3033.8985073967797,15375.34,6141.55,0,1,0,1.0,0
CLI_000168,2025-12-06,27,SOLTERO,SECUNDARIA,DEPENDIENTE,HIPOTECA,4079.3004382661816,8655.71,2037.55,0,0,0,2.0,0
CLI_000169,2025-10-13,35,SOLTERO,SECUNDARIA,DEPENDIENTE,ALQUILER,2553.634350472737,16732.08,7536.08,0,0,0,0.0,0
CLI_000170,2025-11-27,45,SOLTERO,UNIVERSITARIO,DEPENDIENTE,PROPIA,4037.6856555670943,19265.05,1390.59,0,0,0,4.0,0
CLI_000171,2025-05-08,37,SOLTERO,SECUNDARIA,INDEPENDIENTE,HIPOTECA,15939.112091048675,14477.7,9123.57,0,0,0,3.0,0
